date,day_of_week,month,year,week_of_year
2021-07-07,Wednesday,July,2021,27
2021-07-08,Thursday,July,2021,27
2021-07-09,Friday,July,2021,27
2021-07-10,Saturday,July,2021,27
2021-07-11,Sunday,July,2021,27
2021-07-12,Monday,July,2021,28
2021-07-13,Tuesday,July,2021,28
2021-07-14,Wednesday,July,2021,28
2021-07-15,Thursday,July,2021,28
2021-07-16,Friday,July,2021,28
2021-07-17,Saturday,July,2021,28
2021-07-18,Sunday,July,2021,28
2021-07-19,Monday,July,2021,29
2021-07-20,Tuesday,July,2021,29
2021-07-21,Wednesday,July,2021,29
2021-07-22,Thursday,July,2021,29
2021-07-23,Friday,July,2021,29
2021-07-24,Saturday,July,2021,29
2021-07-25,Sunday,July,2021,29
2021-07-26,Monday,July,2021,30
2021-07-27,Tuesday,July,2021,30
2021-07-28,Wednesday,July,2021,30
2021-07-29,Thursday,July,2021,30
2021-07-30,Friday,July,2021,30
2021-07-31,Saturday,July,2021,30
2021-08-01,Sunday,August,2021,30
2021-08-02,Monday,August,2021,31
2021-08-03,Tuesday,August,2021,31
2021-08-04,Wednesday,August,2021,31
2021-08-05,Thursday,August,2021,31
2021-08-06,Friday,August,2021,31
2021-08-07,Saturday,August,2021,31
2021-08-08,Sunday,August,2021,31
2021-08-09,Monday,August,2021,32
2021-08-10,Tuesday,August,2021,32
2021-08-11,Wednesday,August,2021,32
2021-08-12,Thursday,August,2021,32
2021-08-13,Friday,August,2021,32
2021-08-14,Saturday,August,2021,32
2021-08-15,Sunday,August,2021,32
2021-08-16,Monday,August,2021,33
2021-08-17,Tuesday,August,2021,33
2021-08-18,Wednesday,August,2021,33
2021-08-19,Thursday,August,2021,33
2021-08-20,Friday,August,2021,33
2021-08-21,Saturday,August,2021,33
2021-08-22,Sunday,August,2021,33
2021-08-23,Monday,August,2021,34
2021-08-24,Tuesday,August,2021,34
2021-08-25,Wednesday,August,2021,34
2021-08-26,Thursday,August,2021,34
2021-08-27,Friday,August,2021,34
2021-08-28,Saturday,August,2021,34
2021-08-29,Sunday,August,2021,34
2021-08-30,Monday,August,2021,35
2021-08-31,Tuesday,August,2021,35
2021-09-01,Wednesday,September,2021,35
2021-09-02,Thursday,September,2021,35
2021-09-03,Friday,September,2021,35
2021-09-04,Saturday,September,2021,35
2021-09-05,Sunday,September,2021,35
2021-09-06,Monday,September,2021,36
2021-09-07,Tuesday,September,2021,36
2021-09-08,Wednesday,September,2021,36
2021-09-09,Thursday,September,2021,36
2021-09-10,Friday,September,2021,36
2021-09-11,Saturday,September,2021,36
2021-09-12,Sunday,September,2021,36
2021-09-13,Monday,September,2021,37
2021-09-14,Tuesday,September,2021,37
2021-09-15,Wednesday,September,2021,37
2021-09-16,Thursday,September,2021,37
2021-09-17,Friday,September,2021,37
2021-09-18,Saturday,September,2021,37
2021-09-19,Sunday,September,2021,37
2021-09-20,Monday,September,2021,38
2021-09-21,Tuesday,September,2021,38
2021-09-22,Wednesday,September,2021,38
2021-09-23,Thursday,September,2021,38
2021-09-24,Friday,September,2021,38
2021-09-25,Saturday,September,2021,38
2021-09-26,Sunday,September,2021,38
2021-09-27,Monday,September,2021,39
2021-09-28,Tuesday,September,2021,39
2021-09-29,Wednesday,September,2021,39
2021-09-30,Thursday,September,2021,39
2021-10-01,Friday,October,2021,39
2021-10-02,Saturday,October,2021,39
2021-10-03,Sunday,October,2021,39
2021-10-04,Monday,October,2021,40
2021-10-05,Tuesday,October,2021,40
2021-10-06,Wednesday,October,2021,40
2021-10-07,Thursday,October,2021,40
2021-10-08,Friday,October,2021,40
2021-10-09,Saturday,October,2021,40
2021-10-10,Sunday,October,2021,40
2021-10-11,Monday,October,2021,41
2021-10-12,Tuesday,October,2021,41
2021-10-13,Wednesday,October,2021,41
2021-10-14,Thursday,October,2021,41
2021-10-15,Friday,October,2021,41
2021-10-16,Saturday,October,2021,41
2021-10-17,Sunday,October,2021,41
2021-10-18,Monday,October,2021,42
2021-10-19,Tuesday,October,2021,42
2021-10-20,Wednesday,October,2021,42
2021-10-21,Thursday,October,2021,42
2021-10-22,Friday,October,2021,42
2021-10-23,Saturday,October,2021,42
2021-10-24,Sunday,October,2021,42
2021-10-25,Monday,October,2021,43
2021-10-26,Tuesday,October,2021,43
2021-10-27,Wednesday,October,2021,43
2021-10-28,Thursday,October,2021,43
2021-10-29,Friday,October,2021,43
2021-10-30,Saturday,October,2021,43
2021-10-31,Sunday,October,2021,43
2021-11-01,Monday,November,2021,44
2021-11-02,Tuesday,November,2021,44
2021-11-03,Wednesday,November,2021,44
2021-11-04,Thursday,November,2021,44
2021-11-05,Friday,November,2021,44
2021-11-06,Saturday,November,2021,44
2021-11-07,Sunday,November,2021,44
2021-11-08,Monday,November,2021,45
2021-11-09,Tuesday,November,2021,45
2021-11-10,Wednesday,November,2021,45
2021-11-11,Thursday,November,2021,45
2021-11-12,Friday,November,2021,45
2021-11-13,Saturday,November,2021,45
2021-11-14,Sunday,November,2021,45
2021-11-15,Monday,November,2021,46
2021-11-16,Tuesday,November,2021,46
2021-11-17,Wednesday,November,2021,46
2021-11-18,Thursday,November,2021,46
2021-11-19,Friday,November,2021,46
2021-11-20,Saturday,November,2021,46
2021-11-21,Sunday,November,2021,46
2021-11-22,Monday,November,2021,47
2021-11-23,Tuesday,November,2021,47
2021-11-24,Wednesday,November,2021,47
2021-11-25,Thursday,November,2021,47
2021-11-26,Friday,November,2021,47
2021-11-27,Saturday,November,2021,47
2021-11-28,Sunday,November,2021,47
2021-11-29,Monday,November,2021,48
2021-11-30,Tuesday,November,2021,48
2021-12-01,Wednesday,December,2021,48
2021-12-02,Thursday,December,2021,48
2021-12-03,Friday,December,2021,48
2021-12-04,Saturday,December,2021,48
2021-12-05,Sunday,December,2021,48
2021-12-06,Monday,December,2021,49
2021-12-07,Tuesday,December,2021,49
2021-12-08,Wednesday,December,2021,49
2021-12-09,Thursday,December,2021,49
2021-12-10,Friday,December,2021,49
2021-12-11,Saturday,December,2021,49
2021-12-12,Sunday,December,2021,49
2021-12-13,Monday,December,2021,50
2021-12-14,Tuesday,December,2021,50
2021-12-15,Wednesday,December,2021,50
2021-12-16,Thursday,December,2021,50
2021-12-17,Friday,December,2021,50
2021-12-18,Saturday,December,2021,50
2021-12-19,Sunday,December,2021,50
2021-12-20,Monday,December,2021,51
2021-12-21,Tuesday,December,2021,51
2021-12-22,Wednesday,December,2021,51
2021-12-23,Thursday,December,2021,51
2021-12-24,Friday,December,2021,51
2021-12-25,Saturday,December,2021,51
2021-12-26,Sunday,December,2021,51
2021-12-27,Monday,December,2021,52
2021-12-28,Tuesday,December,2021,52
2021-12-29,Wednesday,December,2021,52
2021-12-30,Thursday,December,2021,52
2021-12-31,Friday,December,2021,52
2022-01-01,Saturday,January,2022,52
2022-01-02,Sunday,January,2022,52
2022-01-03,Monday,January,2022,1
2022-01-04,Tuesday,January,2022,1
2022-01-05,Wednesday,January,2022,1
2022-01-06,Thursday,January,2022,1
2022-01-07,Friday,January,2022,1
2022-01-08,Saturday,January,2022,1
2022-01-09,Sunday,January,2022,1
2022-01-10,Monday,January,2022,2
2022-01-11,Tuesday,January,2022,2
2022-01-12,Wednesday,January,2022,2
2022-01-13,Thursday,January,2022,2
2022-01-14,Friday,January,2022,2
2022-01-15,Saturday,January,2022,2
2022-01-16,Sunday,January,2022,2
2022-01-17,Monday,January,2022,3
2022-01-18,Tuesday,January,2022,3
2022-01-19,Wednesday,January,2022,3
2022-01-20,Thursday,January,2022,3
2022-01-21,Friday,January,2022,3
2022-01-22,Saturday,January,2022,3
2022-01-23,Sunday,January,2022,3
2022-01-24,Monday,January,2022,4
2022-01-25,Tuesday,January,2022,4
2022-01-26,Wednesday,January,2022,4
2022-01-27,Thursday,January,2022,4
2022-01-28,Friday,January,2022,4
2022-01-29,Saturday,January,2022,4
2022-01-30,Sunday,January,2022,4
2022-01-31,Monday,January,2022,5
2022-02-01,Tuesday,February,2022,5
2022-02-02,Wednesday,February,2022,5
2022-02-03,Thursday,February,2022,5
2022-02-04,Friday,February,2022,5
2022-02-05,Saturday,February,2022,5
2022-02-06,Sunday,February,2022,5
2022-02-07,Monday,February,2022,6
2022-02-08,Tuesday,February,2022,6
2022-02-09,Wednesday,February,2022,6
2022-02-10,Thursday,February,2022,6
2022-02-11,Friday,February,2022,6
2022-02-12,Saturday,February,2022,6
2022-02-13,Sunday,February,2022,6
2022-02-14,Monday,February,2022,7
2022-02-15,Tuesday,February,2022,7
2022-02-16,Wednesday,February,2022,7
2022-02-17,Thursday,February,2022,7
2022-02-18,Friday,February,2022,7
2022-02-19,Saturday,February,2022,7
2022-02-20,Sunday,February,2022,7
2022-02-21,Monday,February,2022,8
2022-02-22,Tuesday,February,2022,8
2022-02-23,Wednesday,February,2022,8
2022-02-24,Thursday,February,2022,8
2022-02-25,Friday,February,2022,8
2022-02-26,Saturday,February,2022,8
2022-02-27,Sunday,February,2022,8
2022-02-28,Monday,February,2022,9
2022-03-01,Tuesday,March,2022,9
2022-03-02,Wednesday,March,2022,9
2022-03-03,Thursday,March,2022,9
2022-03-04,Friday,March,2022,9
2022-03-05,Saturday,March,2022,9
2022-03-06,Sunday,March,2022,9
2022-03-07,Monday,March,2022,10
2022-03-08,Tuesday,March,2022,10
2022-03-09,Wednesday,March,2022,10
2022-03-10,Thursday,March,2022,10
2022-03-11,Friday,March,2022,10
2022-03-12,Saturday,March,2022,10
2022-03-13,Sunday,March,2022,10
2022-03-14,Monday,March,2022,11
2022-03-15,Tuesday,March,2022,11
2022-03-16,Wednesday,March,2022,11
2022-03-17,Thursday,March,2022,11
2022-03-18,Friday,March,2022,11
2022-03-19,Saturday,March,2022,11
2022-03-20,Sunday,March,2022,11
2022-03-21,Monday,March,2022,12
2022-03-22,Tuesday,March,2022,12
2022-03-23,Wednesday,March,2022,12
2022-03-24,Thursday,March,2022,12
2022-03-25,Friday,March,2022,12
2022-03-26,Saturday,March,2022,12
2022-03-27,Sunday,March,2022,12
2022-03-28,Monday,March,2022,13
2022-03-29,Tuesday,March,2022,13
2022-03-30,Wednesday,March,2022,13
2022-03-31,Thursday,March,2022,13
2022-04-01,Friday,April,2022,13
2022-04-02,Saturday,April,2022,13
2022-04-03,Sunday,April,2022,13
2022-04-04,Monday,April,2022,14
2022-04-05,Tuesday,April,2022,14
2022-04-06,Wednesday,April,2022,14
2022-04-07,Thursday,April,2022,14
2022-04-08,Friday,April,2022,14
2022-04-09,Saturday,April,2022,14
2022-04-10,Sunday,April,2022,14
2022-04-11,Monday,April,2022,15
2022-04-12,Tuesday,April,2022,15
2022-04-13,Wednesday,April,2022,15
2022-04-14,Thursday,April,2022,15
2022-04-15,Friday,April,2022,15
2022-04-16,Saturday,April,2022,15
2022-04-17,Sunday,April,2022,15
2022-04-18,Monday,April,2022,16
2022-04-19,Tuesday,April,2022,16
2022-04-20,Wednesday,April,2022,16
2022-04-21,Thursday,April,2022,16
2022-04-22,Friday,April,2022,16
2022-04-23,Saturday,April,2022,16
2022-04-24,Sunday,April,2022,16
2022-04-25,Monday,April,2022,17
2022-04-26,Tuesday,April,2022,17
2022-04-27,Wednesday,April,2022,17
2022-04-28,Thursday,April,2022,17
2022-04-29,Friday,April,2022,17
2022-04-30,Saturday,April,2022,17
2022-05-01,Sunday,May,2022,17
2022-05-02,Monday,May,2022,18
2022-05-03,Tuesday,May,2022,18
2022-05-04,Wednesday,May,2022,18
2022-05-05,Thursday,May,2022,18
2022-05-06,Friday,May,2022,18
2022-05-07,Saturday,May,2022,18
2022-05-08,Sunday,May,2022,18
2022-05-09,Monday,May,2022,19
2022-05-10,Tuesday,May,2022,19
2022-05-11,Wednesday,May,2022,19
2022-05-12,Thursday,May,2022,19
2022-05-13,Friday,May,2022,19
2022-05-14,Saturday,May,2022,19
2022-05-15,Sunday,May,2022,19
2022-05-16,Monday,May,2022,20
2022-05-17,Tuesday,May,2022,20
2022-05-18,Wednesday,May,2022,20
2022-05-19,Thursday,May,2022,20
2022-05-20,Friday,May,2022,20
2022-05-21,Saturday,May,2022,20
2022-05-22,Sunday,May,2022,20
2022-05-23,Monday,May,2022,21
2022-05-24,Tuesday,May,2022,21
2022-05-25,Wednesday,May,2022,21
2022-05-26,Thursday,May,2022,21
2022-05-27,Friday,May,2022,21
2022-05-28,Saturday,May,2022,21
2022-05-29,Sunday,May,2022,21
2022-05-30,Monday,May,2022,22
2022-05-31,Tuesday,May,2022,22
2022-06-01,Wednesday,June,2022,22
2022-06-02,Thursday,June,2022,22
2022-06-03,Friday,June,2022,22
2022-06-04,Saturday,June,2022,22
2022-06-05,Sunday,June,2022,22
2022-06-06,Monday,June,2022,23
2022-06-07,Tuesday,June,2022,23
2022-06-08,Wednesday,June,2022,23
2022-06-09,Thursday,June,2022,23
2022-06-10,Friday,June,2022,23
2022-06-11,Saturday,June,2022,23
2022-06-12,Sunday,June,2022,23
2022-06-13,Monday,June,2022,24
2022-06-14,Tuesday,June,2022,24
2022-06-15,Wednesday,June,2022,24
2022-06-16,Thursday,June,2022,24
2022-06-17,Friday,June,2022,24
2022-06-18,Saturday,June,2022,24
2022-06-19,Sunday,June,2022,24
2022-06-20,Monday,June,2022,25
2022-06-21,Tuesday,June,2022,25
2022-06-22,Wednesday,June,2022,25
2022-06-23,Thursday,June,2022,25
2022-06-24,Friday,June,2022,25
2022-06-25,Saturday,June,2022,25
2022-06-26,Sunday,June,2022,25
2022-06-27,Monday,June,2022,26
2022-06-28,Tuesday,June,2022,26
2022-06-29,Wednesday,June,2022,26
2022-06-30,Thursday,June,2022,26
2022-07-01,Friday,July,2022,26
2022-07-02,Saturday,July,2022,26
2022-07-03,Sunday,July,2022,26
2022-07-04,Monday,July,2022,27
2022-07-05,Tuesday,July,2022,27
2022-07-06,Wednesday,July,2022,27
2022-07-07,Thursday,July,2022,27
2022-07-08,Friday,July,2022,27
2022-07-09,Saturday,July,2022,27
2022-07-10,Sunday,July,2022,27
2022-07-11,Monday,July,2022,28
2022-07-12,Tuesday,July,2022,28
2022-07-13,Wednesday,July,2022,28
2022-07-14,Thursday,July,2022,28
2022-07-15,Friday,July,2022,28
2022-07-16,Saturday,July,2022,28
2022-07-17,Sunday,July,2022,28
2022-07-18,Monday,July,2022,29
2022-07-19,Tuesday,July,2022,29
2022-07-20,Wednesday,July,2022,29
2022-07-21,Thursday,July,2022,29
2022-07-22,Friday,July,2022,29
2022-07-23,Saturday,July,2022,29
2022-07-24,Sunday,July,2022,29
2022-07-25,Monday,July,2022,30
2022-07-26,Tuesday,July,2022,30
2022-07-27,Wednesday,July,2022,30
2022-07-28,Thursday,July,2022,30
2022-07-29,Friday,July,2022,30
2022-07-30,Saturday,July,2022,30
2022-07-31,Sunday,July,2022,30
2022-08-01,Monday,August,2022,31
2022-08-02,Tuesday,August,2022,31
2022-08-03,Wednesday,August,2022,31
2022-08-04,Thursday,August,2022,31
2022-08-05,Friday,August,2022,31
2022-08-06,Saturday,August,2022,31
2022-08-07,Sunday,August,2022,31
2022-08-08,Monday,August,2022,32
2022-08-09,Tuesday,August,2022,32
2022-08-10,Wednesday,August,2022,32
2022-08-11,Thursday,August,2022,32
2022-08-12,Friday,August,2022,32
2022-08-13,Saturday,August,2022,32
2022-08-14,Sunday,August,2022,32
2022-08-15,Monday,August,2022,33
2022-08-16,Tuesday,August,2022,33
2022-08-17,Wednesday,August,2022,33
2022-08-18,Thursday,August,2022,33
2022-08-19,Friday,August,2022,33
2022-08-20,Saturday,August,2022,33
2022-08-21,Sunday,August,2022,33
2022-08-22,Monday,August,2022,34
2022-08-23,Tuesday,August,2022,34
2022-08-24,Wednesday,August,2022,34
2022-08-25,Thursday,August,2022,34
2022-08-26,Friday,August,2022,34
2022-08-27,Saturday,August,2022,34
2022-08-28,Sunday,August,2022,34
2022-08-29,Monday,August,2022,35
2022-08-30,Tuesday,August,2022,35
2022-08-31,Wednesday,August,2022,35
2022-09-01,Thursday,September,2022,35
2022-09-02,Friday,September,2022,35
2022-09-03,Saturday,September,2022,35
2022-09-04,Sunday,September,2022,35
2022-09-05,Monday,September,2022,36
2022-09-06,Tuesday,September,2022,36
2022-09-07,Wednesday,September,2022,36
2022-09-08,Thursday,September,2022,36
2022-09-09,Friday,September,2022,36
2022-09-10,Saturday,September,2022,36
2022-09-11,Sunday,September,2022,36
2022-09-12,Monday,September,2022,37
2022-09-13,Tuesday,September,2022,37
2022-09-14,Wednesday,September,2022,37
2022-09-15,Thursday,September,2022,37
2022-09-16,Friday,September,2022,37
2022-09-17,Saturday,September,2022,37
2022-09-18,Sunday,September,2022,37
2022-09-19,Monday,September,2022,38
2022-09-20,Tuesday,September,2022,38
2022-09-21,Wednesday,September,2022,38
2022-09-22,Thursday,September,2022,38
2022-09-23,Friday,September,2022,38
2022-09-24,Saturday,September,2022,38
2022-09-25,Sunday,September,2022,38
2022-09-26,Monday,September,2022,39
2022-09-27,Tuesday,September,2022,39
2022-09-28,Wednesday,September,2022,39
2022-09-29,Thursday,September,2022,39
2022-09-30,Friday,September,2022,39
2022-10-01,Saturday,October,2022,39
2022-10-02,Sunday,October,2022,39
2022-10-03,Monday,October,2022,40
2022-10-04,Tuesday,October,2022,40
2022-10-05,Wednesday,October,2022,40
2022-10-06,Thursday,October,2022,40
2022-10-07,Friday,October,2022,40
2022-10-08,Saturday,October,2022,40
2022-10-09,Sunday,October,2022,40
2022-10-10,Monday,October,2022,41
2022-10-11,Tuesday,October,2022,41
2022-10-12,Wednesday,October,2022,41
2022-10-13,Thursday,October,2022,41
2022-10-14,Friday,October,2022,41
2022-10-15,Saturday,October,2022,41
2022-10-16,Sunday,October,2022,41
2022-10-17,Monday,October,2022,42
2022-10-18,Tuesday,October,2022,42
2022-10-19,Wednesday,October,2022,42
2022-10-20,Thursday,October,2022,42
2022-10-21,Friday,October,2022,42
2022-10-22,Saturday,October,2022,42
2022-10-23,Sunday,October,2022,42
2022-10-24,Monday,October,2022,43
2022-10-25,Tuesday,October,2022,43
2022-10-26,Wednesday,October,2022,43
2022-10-27,Thursday,October,2022,43
2022-10-28,Friday,October,2022,43
2022-10-29,Saturday,October,2022,43
2022-10-30,Sunday,October,2022,43
2022-10-31,Monday,October,2022,44
2022-11-01,Tuesday,November,2022,44
2022-11-02,Wednesday,November,2022,44
2022-11-03,Thursday,November,2022,44
2022-11-04,Friday,November,2022,44
2022-11-05,Saturday,November,2022,44
2022-11-06,Sunday,November,2022,44
2022-11-07,Monday,November,2022,45
2022-11-08,Tuesday,November,2022,45
2022-11-09,Wednesday,November,2022,45
2022-11-10,Thursday,November,2022,45
2022-11-11,Friday,November,2022,45
2022-11-12,Saturday,November,2022,45
2022-11-13,Sunday,November,2022,45
2022-11-14,Monday,November,2022,46
2022-11-15,Tuesday,November,2022,46
2022-11-16,Wednesday,November,2022,46
2022-11-17,Thursday,November,2022,46
2022-11-18,Friday,November,2022,46
2022-11-19,Saturday,November,2022,46
2022-11-20,Sunday,November,2022,46
2022-11-21,Monday,November,2022,47
2022-11-22,Tuesday,November,2022,47
2022-11-23,Wednesday,November,2022,47
2022-11-24,Thursday,November,2022,47
2022-11-25,Friday,November,2022,47
2022-11-26,Saturday,November,2022,47
2022-11-27,Sunday,November,2022,47
2022-11-28,Monday,November,2022,48
2022-11-29,Tuesday,November,2022,48
2022-11-30,Wednesday,November,2022,48
2022-12-01,Thursday,December,2022,48
2022-12-02,Friday,December,2022,48
2022-12-03,Saturday,December,2022,48
2022-12-04,Sunday,December,2022,48
2022-12-05,Monday,December,2022,49
2022-12-06,Tuesday,December,2022,49
2022-12-07,Wednesday,December,2022,49
2022-12-08,Thursday,December,2022,49
2022-12-09,Friday,December,2022,49
2022-12-10,Saturday,December,2022,49
2022-12-11,Sunday,December,2022,49
2022-12-12,Monday,December,2022,50
2022-12-13,Tuesday,December,2022,50
2022-12-14,Wednesday,December,2022,50
2022-12-15,Thursday,December,2022,50
2022-12-16,Friday,December,2022,50
2022-12-17,Saturday,December,2022,50
2022-12-18,Sunday,December,2022,50
2022-12-19,Monday,December,2022,51
2022-12-20,Tuesday,December,2022,51
2022-12-21,Wednesday,December,2022,51
2022-12-22,Thursday,December,2022,51
2022-12-23,Friday,December,2022,51
2022-12-24,Saturday,December,2022,51
2022-12-25,Sunday,December,2022,51
2022-12-26,Monday,December,2022,52
2022-12-27,Tuesday,December,2022,52
2022-12-28,Wednesday,December,2022,52
2022-12-29,Thursday,December,2022,52
2022-12-30,Friday,December,2022,52
2022-12-31,Saturday,December,2022,52
