date,day_of_week,month,year,week_of_year,Getränke_sales,Getränke_count,Speisen_sales,Speisen_count,Sonstiges_sales,Sonstiges_count,Milchmischgetränke_sales,Milchmischgetränke_count,Hafer_sales,Hafer_count,Röstkaffee_sales,Röstkaffee_count,Kaffee_sales,Kaffee_count,Non Kaffee_sales,Non Kaffee_count,Equipment__sales,Equipment__count,Summer_sales,Summer_count,Decaf_sales,Decaf_count,precipitation,temperature_mean,temperature_max,temperature_min,sunshine_duration,cloud_cover,wind_speed,humidity,pressure,snow_depth
2021-12-20,Monday,December,2021,51,776.0,315,220.4,76,1256.0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13.0,45.0,-38.0,16.0,5.0,12.0,89.0,10269.0,0.0
2021-12-21,Tuesday,December,2021,51,913.8,419,220.0,72,1881.75,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-28.0,18.0,-72.0,78.0,0.0,13.0,84.0,10261.0,0.0
2021-12-22,Wednesday,December,2021,51,1788.2,720,445.5,178,4008.8,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-45.0,-2.0,-84.0,76.0,2.0,10.0,84.0,10271.0,0.0
2021-12-24,Friday,December,2021,51,520.2,224,144.2,52,551.6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,81.0,91.0,66.0,0.0,8.0,27.0,80.0,10085.0,0.0
2021-12-27,Monday,December,2021,52,1229.32,532,304.88,106,670.3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,64.0,87.0,20.0,35.0,7.0,14.0,89.0,10044.0,0.0
2021-12-28,Tuesday,December,2021,52,994.2,398,270.8,87,262.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,78.0,114.0,38.0,5.0,7.0,37.0,83.0,10013.0,0.0
2021-12-29,Wednesday,December,2021,52,1047.4,452,333.8,108,456.85,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,85.0,118.0,72.0,1.0,8.0,32.0,86.0,10091.0,0.0
2021-12-30,Thursday,December,2021,52,1192.0,530,360.2,115,417.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,127.0,153.0,91.0,26.0,7.0,29.0,85.0,10194.0,0.0
2021-12-31,Friday,December,2021,52,1555.4,673,556.0,154,454.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.0,146.0,43.0,69.0,3.0,19.0,83.0,10239.0,0.0
2022-01-02,Sunday,January,2022,52,1528.8,705,430.8,134,255.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,65.0,139.0,-3.0,29.0,6.0,18.0,78.0,10216.0,0.0
2022-01-03,Monday,January,2022,1,1142.4,487,316.0,105,590.7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,104.0,117.0,91.0,0.0,8.0,48.0,67.0,10168.0,0.0
2022-01-04,Tuesday,January,2022,1,624.0,252,193.6,61,279.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,84.0,125.0,32.0,0.0,8.0,43.0,85.0,10019.0,0.0
2022-01-05,Wednesday,January,2022,1,978.0,454,218.6,73,596.6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,24.0,51.0,9.0,48.0,7.0,50.0,74.0,10085.0,0.0
2022-01-06,Thursday,January,2022,1,987.6,440,369.0,118,181.8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.0,47.0,-36.0,19.0,4.0,24.0,85.0,10195.0,0.0
2022-01-07,Friday,January,2022,1,985.6,408,343.6,108,1004.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,-4.0,20.0,-47.0,3.0,6.0,23.0,84.0,10201.0,0.0
2022-01-08,Saturday,January,2022,1,2227.0,998,712.8,218,558.0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,19.0,39.0,3.0,11.0,7.0,37.0,76.0,10129.0,0.0
2022-01-10,Monday,January,2022,2,618.4,258,151.2,52,207.6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16.0,34.0,0.0,0.0,7.0,11.0,90.0,10194.0,0.0
2022-01-11,Tuesday,January,2022,2,461.4,241,123.2,40,259.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.0,46.0,-25.0,14.0,6.0,19.0,82.0,10327.0,0.0
2022-01-12,Wednesday,January,2022,2,817.2,335,217.8,73,357.0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-22.0,12.0,-62.0,81.0,2.0,10.0,83.0,10394.0,0.0
2022-01-13,Thursday,January,2022,2,775.0,332,210.0,74,443.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-14.0,35.0,-50.0,78.0,5.0,9.0,83.0,10424.0,0.0
2022-01-14,Friday,January,2022,2,993.2,446,302.0,96,209.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,72.0,-43.0,82.0,1.0,10.0,83.0,10373.0,0.0
2022-01-15,Saturday,January,2022,2,1508.0,709,448.8,144,524.5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-14.0,45.0,-57.0,81.0,1.0,11.0,89.0,10307.0,0.0
2022-01-16,Sunday,January,2022,2,1128.8,600,436.6,133,297.8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,-7.0,27.0,-50.0,19.0,7.0,17.0,87.0,10286.0,0.0
2022-01-17,Monday,January,2022,3,548.6,231,143.4,50,307.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,32.0,53.0,13.0,6.0,8.0,29.0,81.0,10346.0,0.0
2022-01-18,Tuesday,January,2022,3,599.6,295,129.6,44,315.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,32.0,56.0,0.0,16.0,7.0,21.0,85.0,10376.0,0.0
2022-01-19,Wednesday,January,2022,3,769.0,350,172.4,59,269.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,17.0,65.0,-40.0,64.0,4.0,24.0,78.0,10294.0,0.0
2022-01-20,Thursday,January,2022,3,547.8,206,152.2,51,278.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,17.0,41.0,-5.0,4.0,7.0,48.0,81.0,10269.0,0.0
2022-01-21,Friday,January,2022,3,718.0,282,246.6,82,333.9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7.0,19.0,-5.0,2.0,7.0,40.0,77.0,10335.0,0.0
2022-01-22,Saturday,January,2022,3,1210.2,491,391.8,124,564.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,21.0,37.0,7.0,0.0,8.0,30.0,87.0,10345.0,0.0
2022-01-23,Sunday,January,2022,3,1007.6,430,281.0,89,243.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.0,48.0,-5.0,2.0,8.0,15.0,84.0,10356.0,0.0
2022-01-24,Monday,January,2022,4,745.8,343,188.6,67,313.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9.0,62.0,-36.0,70.0,1.0,13.0,82.0,10346.0,0.0
2022-01-25,Tuesday,January,2022,4,763.6,366,193.2,67,254.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-9.0,44.0,-47.0,85.0,2.0,11.0,90.0,10341.0,0.0
2022-01-26,Wednesday,January,2022,4,597.8,258,147.6,53,258.4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-17.0,-7.0,-28.0,0.0,8.0,16.0,95.0,10338.0,0.0
2022-01-27,Thursday,January,2022,4,615.0,264,201.6,70,359.4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,4.0,41.0,-29.0,5.0,8.0,25.0,84.0,10304.0,0.0
2022-01-28,Friday,January,2022,4,890.0,373,278.6,88,267.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,28.0,59.0,-6.0,17.0,6.0,44.0,76.0,10339.0,0.0
2022-01-29,Saturday,January,2022,4,1227.6,498,390.4,123,542.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,38.0,63.0,3.0,9.0,8.0,42.0,77.0,10316.0,0.0
2022-01-30,Sunday,January,2022,4,1544.0,670,354.8,111,241.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,42.0,76.0,-29.0,43.0,5.0,52.0,75.0,10285.0,0.0
2022-01-31,Monday,January,2022,5,575.2,224,160.6,55,358.2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,25.0,53.0,-15.0,8.0,8.0,68.0,82.0,10158.0,0.0
2022-02-01,Tuesday,February,2022,5,540.9,228,147.2,50,334.2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,26.0,49.0,12.0,0.0,8.0,63.0,80.0,10197.0,0.0
2022-02-02,Wednesday,February,2022,5,542.4,248,140.2,49,281.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,59.0,87.0,24.0,2.0,7.0,51.0,81.0,10190.0,0.0
2022-02-03,Thursday,February,2022,5,673.0,285,169.4,57,272.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,62.0,93.0,25.0,11.0,7.0,15.0,87.0,10206.0,0.0
2022-02-04,Friday,February,2022,5,868.8,382,215.6,66,444.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,56.0,73.0,29.0,16.0,7.0,34.0,79.0,10162.0,0.0
2022-02-05,Saturday,February,2022,5,1896.2,984,475.0,153,716.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,35.0,74.0,7.0,82.0,3.0,40.0,68.0,10237.0,0.0
2022-02-06,Sunday,February,2022,5,968.0,436,405.6,129,463.2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,48.0,72.0,15.0,0.0,7.0,70.0,73.0,10166.0,0.0
2022-02-07,Monday,February,2022,6,561.0,253,169.0,61,345.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20.0,49.0,-17.0,19.0,5.0,58.0,77.0,10213.0,0.0
2022-02-08,Tuesday,February,2022,6,1002.2,434,287.6,97,363.4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,53.0,104.0,-4.0,30.0,6.0,33.0,70.0,10331.0,0.0
2022-02-09,Wednesday,February,2022,6,1207.2,506,304.6,100,442.3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,71.0,141.0,10.0,95.0,3.0,15.0,69.0,10297.0,0.0
2022-02-10,Thursday,February,2022,6,1023.6,429,310.2,101,281.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,52.0,124.0,-16.0,57.0,5.0,29.0,72.0,10244.0,0.0
2022-02-11,Friday,February,2022,6,941.6,405,344.6,102,447.9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,30.0,59.0,-30.0,34.0,5.0,43.0,76.0,10288.0,0.0
2022-02-12,Saturday,February,2022,6,1874.2,796,584.6,180,863.0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,64.0,-56.0,89.0,4.0,16.0,78.0,10315.0,0.0
2022-02-13,Sunday,February,2022,6,2512.8,1192,666.0,214,812.6,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,31.0,117.0,-45.0,96.0,1.0,19.0,66.0,10208.0,0.0
2022-02-15,Tuesday,February,2022,7,763.6,322,205.8,65,554.5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,55.0,82.0,30.0,11.0,7.0,29.0,75.0,10143.0,0.0
2022-02-16,Wednesday,February,2022,7,690.2,293,199.2,61,582.0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,78.0,116.0,35.0,1.0,8.0,52.0,74.0,10102.0,0.0
2022-02-17,Thursday,February,2022,7,955.6,364,281.6,88,347.8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,105.0,128.0,71.0,73.0,5.0,102.0,63.0,10081.0,0.0
2022-02-18,Friday,February,2022,7,1111.8,482,372.8,116,652.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,101.0,161.0,55.0,24.0,7.0,59.0,64.0,10095.0,0.0
2022-02-19,Saturday,February,2022,7,1936.2,880,544.2,167,814.4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,58.0,88.0,32.0,90.0,5.0,56.0,51.0,10176.0,0.0
2022-02-20,Sunday,February,2022,7,1165.65,525,504.5,158,365.25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,73.0,99.0,42.0,2.0,7.0,72.0,66.0,10171.0,0.0
2022-02-21,Monday,February,2022,8,666.0,233,167.0,53,639.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,60.0,101.0,26.0,41.0,6.0,89.0,68.0,10081.0,0.0
2022-02-22,Tuesday,February,2022,8,739.8,295,199.4,64,202.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,58.0,88.0,20.0,18.0,6.0,58.0,71.0,10211.0,0.0
2022-02-23,Wednesday,February,2022,8,1234.2,520,304.0,105,443.7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,63.0,117.0,9.0,96.0,3.0,24.0,74.0,10261.0,0.0
2022-02-24,Thursday,February,2022,8,821.5,374,212.8,66,281.7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,65.0,135.0,2.0,46.0,7.0,36.0,71.0,10179.0,0.0
2022-02-25,Friday,February,2022,8,1034.8,371,359.7,111,252.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.0,74.0,-9.0,62.0,5.0,46.0,73.0,10254.0,0.0
2022-02-26,Saturday,February,2022,8,1659.4,767,515.5,158,637.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,25.0,59.0,-7.0,33.0,6.0,29.0,69.0,10336.0,0.0
2022-02-27,Sunday,February,2022,8,1642.6,762,656.2,196,369.25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,22.0,73.0,-25.0,105.0,0.0,34.0,63.0,10322.0,0.0
2022-02-28,Monday,February,2022,9,1200.4,525,333.8,112,333.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.0,89.0,-58.0,106.0,0.0,22.0,56.0,10320.0,0.0
2022-03-01,Tuesday,March,2022,9,1065.4,414,278.6,87,239.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,71.0,-54.0,97.0,3.0,17.0,55.0,10302.0,0.0
2022-03-02,Wednesday,March,2022,9,800.4,326,231.4,77,363.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8.0,72.0,-55.0,14.0,6.0,12.0,63.0,10248.0,0.0
2022-03-03,Thursday,March,2022,9,1543.4,724,402.2,128,322.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.0,100.0,-53.0,105.0,1.0,19.0,59.0,10192.0,0.0
2022-03-04,Friday,March,2022,9,1246.6,587,431.4,135,596.3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15.0,81.0,-63.0,108.0,0.0,19.0,50.0,10199.0,
2022-03-05,Saturday,March,2022,9,1783.8,859,562.6,175,591.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,64.0,-47.0,104.0,1.0,28.0,56.0,10212.0,
2022-03-06,Sunday,March,2022,9,1379.2,635,442.4,147,351.7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,53.0,-55.0,56.0,4.0,32.0,56.0,10223.0,
2022-03-07,Monday,March,2022,10,599.9,272,160.8,54,203.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2.0,43.0,-37.0,100.0,2.0,38.0,54.0,10243.0,
2022-03-08,Tuesday,March,2022,10,941.8,436,238.6,78,223.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14.0,86.0,-51.0,110.0,0.0,27.0,46.0,10233.0,0.0
2022-03-09,Wednesday,March,2022,10,921.4,414,278.4,90,260.7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,24.0,117.0,-66.0,111.0,0.0,14.0,48.0,10249.0,0.0
2022-03-10,Thursday,March,2022,10,953.0,473,204.0,65,204.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,45.0,141.0,-49.0,112.0,0.0,26.0,47.0,10255.0,0.0
2022-03-11,Friday,March,2022,10,1262.0,604,326.6,101,461.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,46.0,136.0,-30.0,100.0,3.0,28.0,49.0,10201.0,0.0
2022-03-12,Saturday,March,2022,10,1745.4,803,595.2,180,700.0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,61.0,139.0,-4.0,102.0,7.0,20.0,49.0,10198.0,0.0
2022-03-13,Sunday,March,2022,10,1471.4,635,533.4,166,115.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,64.0,161.0,-27.0,110.0,2.0,17.0,50.0,10169.0,0.0
2022-03-14,Monday,March,2022,11,886.2,380,251.6,78,285.4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,88.0,147.0,42.0,87.0,6.0,30.0,61.0,10256.0,0.0
2022-03-15,Tuesday,March,2022,11,721.4,283,218.6,68,139.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,68.0,104.0,31.0,0.0,8.0,12.0,82.0,10262.0,0.0
2022-03-16,Wednesday,March,2022,11,785.2,338,193.0,59,338.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,81.0,117.0,54.0,5.0,7.0,26.0,84.0,10247.0,0.0
2022-03-17,Thursday,March,2022,11,589.6,282,180.0,57,213.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,74.0,104.0,42.0,0.0,8.0,20.0,81.0,10264.0,0.0
2022-03-18,Friday,March,2022,11,908.2,383,259.5,75,408.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,78.0,115.0,45.0,30.0,7.0,54.0,76.0,10364.0,0.0
2022-03-19,Saturday,March,2022,11,1720.6,831,584.2,170,686.0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55.0,115.0,15.0,86.0,2.0,53.0,64.0,10363.0,0.0
2022-03-20,Sunday,March,2022,11,1561.2,758,407.1,119,352.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,81.0,161.0,13.0,100.0,4.0,22.0,50.0,10293.0,0.0
2022-03-21,Monday,March,2022,12,783.5,375,203.4,65,527.9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,75.0,158.0,-8.0,99.0,4.0,16.0,50.0,10321.0,0.0
2022-03-22,Tuesday,March,2022,12,929.6,368,195.6,63,260.6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,73.0,168.0,-21.0,116.0,0.0,16.0,52.0,10318.0,0.0
2022-03-23,Wednesday,March,2022,12,793.6,354,209.4,65,312.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,85.0,179.0,-17.0,117.0,0.0,18.0,48.0,10305.0,0.0
2022-03-24,Thursday,March,2022,12,942.2,387,230.8,69,319.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,90.0,184.0,-9.0,117.0,0.0,16.0,46.0,10282.0,0.0
2022-03-25,Friday,March,2022,12,1032.8,453,355.0,99,507.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,95.0,187.0,-4.0,115.0,0.0,19.0,47.0,10272.0,0.0
2022-03-26,Saturday,March,2022,12,1951.65,821,524.85,155,607.4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,106.0,185.0,5.0,117.0,0.0,26.0,42.0,10282.0,0.0
2022-03-27,Sunday,March,2022,12,1514.83,665,354.97,104,148.5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,101.0,200.0,-5.0,119.0,0.0,17.0,47.0,10285.0,0.0
2022-03-28,Monday,March,2022,13,862.0,357,286.6,90,252.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,108.0,207.0,6.0,108.0,2.0,19.0,49.0,10230.0,0.0
2022-03-29,Tuesday,March,2022,13,798.4,333,230.8,68,425.7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,110.0,178.0,38.0,22.0,8.0,19.0,51.0,10115.0,0.0
2022-03-30,Wednesday,March,2022,13,781.4,310,188.4,60,320.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,86.0,113.0,61.0,1.0,8.0,22.0,79.0,10023.0,0.0
2022-03-31,Thursday,March,2022,13,719.1,264,174.6,53,414.75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.0,61.0,96.0,40.0,0.0,8.0,32.0,86.0,9967.0,0.0
2022-04-01,Friday,April,2022,13,561.2,185,209.4,60,333.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,15.0,40.0,-6.0,0.0,8.0,40.0,90.0,10003.0,0.0
2022-04-02,Saturday,April,2022,13,849.5,325,360.6,107,516.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,-6.0,-1.0,-10.0,0.0,8.0,46.0,90.0,10104.0,0.0
2022-04-03,Sunday,April,2022,13,1011.0,418,413.3,119,378.7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,26.0,-40.0,10.0,6.0,22.0,78.0,10210.0,0.0
2022-04-04,Monday,April,2022,14,863.2,343,238.4,69,291.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,23.0,73.0,-48.0,91.0,4.0,35.0,65.0,10190.0,0.0
2022-04-05,Tuesday,April,2022,14,647.0,270,198.2,60,247.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,73.0,105.0,44.0,7.0,8.0,51.0,70.0,10119.0,0.0
2022-04-06,Wednesday,April,2022,14,758.4,313,218.6,75,367.5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,113.0,167.0,87.0,48.0,7.0,40.0,68.0,10072.0,0.0
2022-04-07,Thursday,April,2022,14,672.7,248,258.8,78,327.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,106.0,144.0,85.0,12.0,7.0,70.0,71.0,9983.0,0.0
2022-04-08,Friday,April,2022,14,556.9,202,208.6,64,438.2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.0,66.0,120.0,1.0,5.0,8.0,42.0,80.0,10002.0,0.0
2022-04-09,Saturday,April,2022,14,1334.6,538,541.4,162,833.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,38.0,86.0,3.0,65.0,5.0,50.0,73.0,10107.0,0.0
2022-04-10,Sunday,April,2022,14,1263.5,509,377.0,113,102.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,38.0,84.0,-5.0,37.0,6.0,22.0,74.0,10218.0,0.0
2022-04-11,Monday,April,2022,15,1030.3,413,319.8,95,618.4,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,76.0,158.0,-11.0,117.0,6.0,20.0,63.0,10185.0,0.0
2022-04-12,Tuesday,April,2022,15,952.6,354,260.8,77,262.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,120.0,214.0,18.0,80.0,7.0,17.0,60.0,10136.0,0.0
2022-04-13,Wednesday,April,2022,15,913.5,346,271.6,77,388.5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,152.0,233.0,58.0,116.0,6.0,22.0,58.0,10145.0,0.0
2022-04-14,Thursday,April,2022,15,972.6,368,296.8,91,750.2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,145.0,205.0,68.0,97.0,5.0,26.0,67.0,10186.0,0.0
2022-04-15,Friday,April,2022,15,1129.0,434,473.2,136,421.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,140.0,192.0,82.0,119.0,6.0,28.0,61.0,10234.0,0.0
2022-04-16,Saturday,April,2022,15,1529.1,597,517.8,156,865.3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,88.0,138.0,30.0,58.0,4.0,40.0,60.0,10283.0,0.0
